date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Coal (Brown) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Brown) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-01-18 18:50,-1.40,-756.50,0.00,2604.00,0.10,5.25,0.84,2835.00,254.80,287.23,18.03,34.41,0.00,259.20,0.01,519.52,34.32
2024-01-18 18:55,-0.70,-811.20,0.00,2713.00,0.10,16.41,0.84,2841.00,204.50,249.17,17.97,37.90,0.00,269.80,0.01,537.37,44.42
2024-01-18 19:00,-0.97,-884.00,0.00,2822.00,0.10,15.96,0.85,2864.00,169.80,211.10,17.90,40.44,0.00,280.30,0.01,552.89,34.04
2024-01-18 19:05,0.00,-815.30,0.00,2863.00,0.10,19.01,0.83,2877.00,99.36,185.44,17.87,39.61,0.00,284.70,0.01,565.20,50.52
2024-01-18 19:10,0.00,-913.70,0.00,3025.00,0.10,31.53,0.84,2870.00,80.02,159.78,17.83,45.69,0.00,300.40,0.01,584.52,44.15
2024-01-18 19:15,-0.95,-910.30,0.00,3105.00,0.10,25.87,0.84,2789.00,43.18,134.12,17.80,47.06,0.00,308.30,0.01,606.69,-52.50
2024-01-18 19:20,-19.83,-1084.00,875.40,3088.00,0.10,0.80,0.83,2152.00,33.79,108.46,17.77,63.05,44.01,307.00,0.01,684.27,-39.85
2024-01-18 19:25,-31.13,-1041.00,887.70,3011.00,0.10,0.00,0.84,2232.00,21.30,82.80,17.73,59.31,45.59,299.80,0.01,672.71,-39.38
2024-01-18 19:30,-44.30,-1093.00,1072.00,2974.00,0.10,0.00,0.84,2157.00,16.98,57.14,17.70,61.90,54.17,296.60,0.01,683.68,-39.32
2024-01-18 19:35,-4.50,-1108.00,1216.00,2901.00,0.10,0.11,0.83,2109.00,8.65,47.92,17.65,63.94,60.89,289.60,0.01,685.78,-38.97
2024-01-18 19:40,-53.54,-1000.00,909.40,2906.00,0.10,9.11,0.84,2252.00,4.32,38.70,17.60,56.12,45.37,290.20,0.01,668.29,-18.98
2024-01-18 19:45,-59.28,-1013.00,722.80,2980.00,0.10,0.81,0.84,2410.00,0.99,29.48,17.55,55.80,36.68,297.20,0.01,657.76,8.95
2024-01-18 19:50,-45.88,-1033.00,447.60,3065.00,0.10,0.00,0.83,2627.00,0.30,20.25,17.50,55.35,23.27,305.10,0.01,640.82,8.95
2024-01-18 19:55,-22.69,-1022.00,360.00,3173.00,0.10,8.91,0.83,2573.00,0.04,11.03,17.45,56.01,19.10,315.50,0.01,656.52,41.69
2024-01-18 20:00,-6.53,-970.00,257.00,3266.00,0.10,17.32,1.01,2478.00,0.00,1.81,17.40,54.41,13.41,324.70,0.01,675.98,9.00
2024-01-18 20:05,-1.30,-946.40,186.40,3407.00,0.10,1.92,0.97,2441.00,0.00,1.51,17.32,54.71,9.51,338.20,0.01,693.46,9.00
2024-01-18 20:10,-0.30,-971.60,0.00,3589.00,0.10,12.21,25.91,2385.00,0.00,1.21,17.23,57.52,0.00,355.90,0.01,710.23,9.00
2024-01-18 20:15,0.00,-967.10,11.64,3631.00,0.10,4.01,50.79,2350.00,0.00,0.91,17.15,57.76,0.60,360.40,0.01,716.42,8.95
2024-01-18 20:20,-2.62,-959.30,4.12,3618.00,0.10,0.00,61.13,2321.00,0.00,0.60,17.07,57.46,0.21,359.40,0.01,718.71,8.95
2024-01-18 20:25,-17.05,-995.00,0.00,3626.00,0.10,0.00,61.16,2378.00,0.00,0.30,16.98,59.11,0.00,360.40,0.01,713.02,8.23
2024-01-18 20:30,-5.08,-935.50,0.00,3522.00,0.10,0.00,61.11,2383.00,0.00,0.00,16.90,54.96,0.00,350.50,0.01,704.98,0.02
2024-01-18 20:35,-3.29,-963.20,0.00,3456.00,0.10,11.27,61.11,2413.00,0.00,0.00,16.87,55.82,0.00,344.30,0.01,695.40,0.00
2024-01-18 20:40,0.00,-923.40,0.00,3361.00,0.10,3.42,46.96,2455.00,0.00,0.00,16.83,52.83,0.00,335.60,0.01,686.49,-0.61
2024-01-18 20:45,-21.26,-872.90,0.00,3231.00,0.10,0.00,21.65,2568.00,0.00,0.00,16.80,48.45,0.00,323.20,0.01,666.32,-0.69
2024-01-18 20:50,-15.77,-843.10,0.00,3188.00,0.10,0.00,47.03,2506.00,0.00,0.00,16.77,46.85,0.00,319.00,0.01,666.78,-2.06
2024-01-18 20:55,-5.41,-821.20,4.87,3197.00,0.10,0.00,60.89,2490.00,0.00,0.00,16.73,45.73,0.25,320.10,0.01,668.28,-2.86
2024-01-18 21:00,-2.28,-815.20,0.00,3169.00,0.10,0.00,60.88,2510.00,0.00,0.00,16.70,45.07,0.00,317.40,0.01,663.57,-0.32
2024-01-18 21:05,-2.18,-891.10,0.00,3176.00,0.10,0.00,60.96,2473.00,0.00,0.00,16.68,49.65,0.00,318.10,0.01,668.52,-0.52
2024-01-18 21:10,-1.10,-946.80,0.00,3220.00,0.10,0.04,60.88,2531.00,0.00,0.00,16.67,52.53,0.00,322.50,0.01,665.88,-0.72
2024-01-18 21:15,-18.68,-895.70,0.00,3192.00,0.10,0.00,61.07,2520.00,0.00,0.00,16.65,49.64,0.00,319.90,0.01,664.95,-0.63
2024-01-18 21:20,-2.67,-920.20,0.00,3207.00,0.10,0.00,60.81,2484.00,0.00,0.00,16.63,51.42,0.00,321.40,0.01,670.54,-0.63
2024-01-18 21:25,-1.71,-942.10,0.00,3206.00,0.10,0.00,60.75,2457.00,0.00,0.00,16.62,52.87,0.00,321.20,0.01,673.41,43.77
2024-01-18 21:30,-0.72,-1223.00,0.00,3347.00,0.10,42.17,60.81,2509.00,0.00,0.00,16.60,68.71,0.00,334.80,0.01,674.21,26.85
2024-01-18 21:35,-2.10,-1411.00,0.00,3496.00,0.10,26.71,60.99,2511.00,0.00,0.00,16.58,80.80,0.00,349.10,0.01,687.35,8.95
2024-01-18 21:40,-0.50,-1271.00,0.00,3427.00,0.10,21.96,60.97,2507.00,0.00,0.00,16.57,72.39,0.00,342.60,0.01,683.28,9.00
2024-01-18 21:45,-1.54,-1357.00,0.00,3471.00,0.10,23.82,60.97,2443.00,0.00,0.00,16.55,78.50,0.00,346.90,0.01,693.94,-1.34
2024-01-18 21:50,-0.54,-1162.00,0.00,3342.00,0.10,7.75,62.83,2409.00,0.00,0.00,16.53,66.77,0.00,334.50,0.01,689.51,0.02
2024-01-18 21:55,-2.20,-1059.00,0.00,3232.00,0.10,0.00,73.50,2394.00,0.00,0.00,16.52,60.20,0.00,324.00,0.01,682.17,-0.46
2024-01-18 22:00,-35.37,-1085.00,0.00,3215.00,0.10,0.00,73.88,2404.00,0.00,0.00,16.50,61.46,0.00,322.40,0.01,679.59,-19.99
2024-01-18 22:05,-25.32,-943.70,0.00,3143.00,0.10,0.00,73.99,2339.00,0.00,0.00,16.47,53.61,0.00,315.60,0.01,681.65,45.98
2024-01-18 22:10,-5.02,-1138.00,0.00,3296.00,0.10,15.83,99.34,2301.00,0.00,0.00,16.43,65.80,0.00,330.30,0.01,693.89,67.59
2024-01-18 22:15,-0.37,-1290.00,0.00,3425.00,0.10,34.61,107.80,2235.00,0.00,0.00,16.40,76.19,0.00,342.60,0.01,708.54,8.95
2024-01-18 22:20,-0.13,-1280.00,0.00,3431.00,0.10,2.36,107.80,2200.00,0.00,0.00,16.37,76.50,0.00,343.10,0.01,717.14,8.95
2024-01-18 22:25,-6.45,-1124.00,0.00,3375.00,0.10,0.00,107.40,2188.00,0.00,0.00,16.33,66.93,0.00,337.60,0.01,714.45,9.00
2024-01-18 22:30,-1.29,-1342.00,0.00,3540.00,0.10,0.00,107.80,2228.00,0.00,0.00,16.30,80.71,0.00,353.50,0.01,721.95,9.00
2024-01-18 22:35,-6.69,-1287.00,0.00,3515.00,0.10,0.00,107.70,2203.00,0.00,0.00,16.28,77.59,0.00,351.20,0.01,723.42,9.00
2024-01-18 22:40,-5.05,-1312.00,0.00,3558.00,0.10,0.00,107.40,2200.00,0.00,0.00,16.27,79.42,0.00,355.10,0.01,726.50,8.71
2024-01-18 22:45,-2.90,-1285.00,0.00,3498.00,0.10,0.00,102.70,2213.00,0.00,0.00,16.25,77.24,0.00,349.40,0.01,721.20,8.95
2024-01-18 22:50,-0.83,-1240.00,0.00,3465.00,0.10,0.03,94.86,2187.00,0.00,0.00,16.23,74.73,0.00,346.40,0.01,723.32,0.02
2024-01-18 22:55,-3.51,-1076.00,0.00,3285.00,0.10,0.00,94.33,2143.00,0.00,0.00,16.22,64.10,0.00,329.10,0.01,715.14,3.19
2024-01-18 23:00,-1.24,-1146.00,0.00,3356.00,0.10,0.00,94.98,2082.00,0.00,0.00,16.20,69.58,0.00,335.90,0.01,728.51,8.95
2024-01-18 23:05,-0.42,-1169.00,0.00,3398.00,0.10,0.00,94.69,2044.00,0.00,0.00,16.18,71.78,0.00,339.80,0.01,736.47,24.85
2024-01-18 23:10,-1.48,-1204.00,0.00,3532.00,0.10,2.70,94.72,2027.00,0.00,0.00,16.17,75.07,0.00,352.70,0.01,748.25,50.31
2024-01-18 23:15,-0.35,-1190.00,0.00,3655.00,0.10,6.80,94.77,2021.00,0.00,0.00,16.15,75.05,0.00,364.50,0.01,757.07,51.17
2024-01-18 23:20,-0.83,-1215.00,0.00,3714.00,0.10,20.82,94.91,1969.00,0.00,0.00,16.13,77.56,0.00,370.10,0.01,765.89,44.83
2024-01-18 23:25,-0.91,-1275.00,0.00,3774.00,0.10,29.85,94.83,1974.00,0.00,0.00,16.12,81.61,0.00,375.80,0.01,767.90,50.80
2024-01-18 23:30,-0.60,-1231.00,0.00,3878.00,0.10,22.70,94.99,1910.00,0.00,0.00,16.10,80.46,0.00,385.90,0.01,784.13,51.20
2024-01-18 23:35,-1.03,-1242.00,0.00,3950.00,0.10,15.40,94.54,1866.00,0.00,0.00,16.08,82.31,0.00,392.70,0.01,795.22,46.92
2024-01-18 23:40,-0.88,-1345.00,0.00,4006.00,0.10,25.37,94.74,1884.00,0.00,0.00,16.07,89.11,0.00,398.10,0.01,794.86,51.21
2024-01-18 23:45,-0.67,-1378.00,0.00,4066.00,0.10,0.90,94.82,1867.00,0.00,0.00,16.05,92.32,0.00,403.90,0.01,803.95,34.94
2024-01-18 23:50,-2.07,-1477.00,0.00,4072.00,0.10,2.40,94.78,1841.00,0.00,0.00,16.03,99.40,0.00,404.50,0.01,807.63,8.95
2024-01-18 23:55,-0.92,-1405.00,0.00,4031.00,0.10,2.90,95.14,1820.00,0.00,0.00,16.02,94.65,0.00,400.70,0.01,808.27,19.12
2024-01-19 00:00,-0.60,-1395.00,0.00,4039.00,0.10,2.90,94.83,1800.00,0.00,0.00,16.00,94.38,0.00,401.50,0.01,811.56,19.12
2024-01-19 00:05,-0.47,-1411.00,0.00,4074.00,0.10,2.31,94.82,1752.00,0.00,0.00,15.98,96.43,0.00,404.90,0.01,820.31,19.12
2024-01-19 00:10,-1.53,-1423.00,0.00,4100.00,0.10,0.00,69.50,1742.00,0.00,0.00,15.97,98.08,0.00,407.30,0.01,826.80,19.12
2024-01-19 00:15,-0.81,-1451.00,0.00,4111.00,0.10,0.80,61.16,1730.00,0.00,0.00,15.95,100.40,0.00,408.30,0.01,830.03,19.12
2024-01-19 00:20,-0.62,-1439.00,0.00,4146.00,0.10,1.31,60.87,1686.00,0.00,0.00,15.93,100.60,0.00,411.80,0.01,838.39,19.12
2024-01-19 00:25,-0.48,-1474.00,0.00,4136.00,0.10,9.31,60.88,1700.00,0.00,0.00,15.92,102.60,0.00,410.90,0.01,834.85,19.12
2024-01-19 00:30,-1.02,-1477.00,0.00,4061.00,0.10,4.10,60.99,1668.00,0.00,0.00,15.90,102.90,0.00,403.60,0.01,835.89,19.12
2024-01-19 00:35,0.00,-1479.00,0.00,4055.00,0.10,1.86,60.92,1642.00,0.00,0.00,15.88,103.50,0.00,403.20,0.01,840.03,19.12
2024-01-19 00:40,-0.30,-1440.00,0.00,4041.00,0.10,8.54,60.79,1661.00,0.00,0.00,15.87,100.30,0.00,401.70,0.01,835.23,19.12
2024-01-19 00:45,-1.28,-1467.00,0.00,4081.00,0.10,0.00,60.80,1636.00,0.00,0.00,15.85,103.00,0.00,405.50,0.01,842.19,19.12
2024-01-19 00:50,-0.41,-1530.00,0.00,4123.00,0.10,0.06,61.00,1607.00,0.00,0.00,15.83,108.20,0.00,409.50,0.01,848.55,19.12
2024-01-19 00:55,-1.11,-1526.00,0.00,4117.00,0.10,0.00,61.08,1611.00,0.00,0.00,15.82,107.80,0.00,409.00,0.01,847.80,19.12
2024-01-19 01:00,-1.75,-1493.00,0.00,4071.00,0.10,0.00,60.99,1618.00,0.00,0.00,15.80,105.10,0.00,404.70,0.01,844.59,19.12
2024-01-19 01:05,-0.59,-1512.00,0.00,4141.00,0.10,0.81,60.87,1599.00,0.00,0.00,15.78,107.20,0.00,411.30,0.01,850.72,19.12
2024-01-19 01:10,-1.70,-1638.00,0.00,4176.00,0.10,0.00,61.00,1609.00,0.00,0.00,15.77,116.20,0.00,414.50,0.01,850.84,19.12
2024-01-19 01:15,-1.15,-1553.00,0.00,4134.00,0.10,0.83,60.95,1580.00,0.00,0.00,15.75,110.40,0.00,410.60,0.01,853.08,19.12
2024-01-19 01:20,-0.88,-1531.00,0.00,4127.00,0.10,4.00,61.03,1520.00,0.00,0.00,15.73,109.90,0.00,410.00,0.01,861.34,19.12
2024-01-19 01:25,0.00,-1524.00,0.00,4199.00,0.10,3.77,61.04,1482.00,0.00,0.00,15.72,110.60,0.00,416.90,0.01,870.69,19.12
2024-01-19 01:30,-1.95,-1520.00,0.00,4179.00,0.10,0.00,61.07,1472.00,0.00,0.00,15.70,110.40,0.00,414.90,0.01,871.63,19.12
2024-01-19 01:35,-1.62,-1513.00,0.00,4171.00,0.10,4.10,60.88,1465.00,0.00,0.00,15.67,109.90,0.00,414.10,0.01,871.64,19.12
2024-01-19 01:40,0.00,-1592.00,0.00,4259.00,0.10,5.37,61.16,1425.00,0.00,0.00,15.63,117.00,0.00,422.70,0.01,882.08,19.12
2024-01-19 01:45,-1.93,-1567.00,0.00,4221.00,0.10,0.00,60.91,1449.00,0.00,0.00,15.60,114.60,0.00,418.90,0.01,877.14,19.12
2024-01-19 01:50,-1.44,-1569.00,0.00,4219.00,0.10,0.00,60.99,1425.00,0.00,0.00,15.57,115.10,0.00,418.80,0.01,880.91,19.12
2024-01-19 01:55,-1.06,-1533.00,0.00,4214.00,0.10,0.00,60.89,1409.00,0.00,0.00,15.53,112.80,0.00,418.20,0.01,882.92,19.12
2024-01-19 02:00,-2.07,-1562.00,0.00,4182.00,0.10,0.00,60.84,1389.00,0.00,0.00,15.50,115.20,0.00,415.20,0.01,884.68,19.12
2024-01-19 02:05,-0.10,-1555.00,0.00,4176.00,0.10,1.53,60.72,1357.00,0.00,0.00,15.52,115.20,0.00,414.60,0.01,889.18,19.12
2024-01-19 02:10,0.00,-1514.00,0.00,4157.00,0.10,1.38,60.91,1332.00,0.00,0.00,15.53,112.60,0.00,412.90,0.01,892.55,19.12
2024-01-19 02:15,-0.20,-1472.00,0.00,4190.00,0.10,2.90,60.97,1250.00,0.00,0.00,15.55,111.20,0.00,416.00,0.01,907.00,34.94
2024-01-19 02:20,-1.12,-1474.00,0.00,4241.00,0.10,2.00,60.79,1253.00,0.00,0.00,15.57,111.60,0.00,420.80,0.01,908.73,52.79
2024-01-19 02:25,-1.14,-1469.00,0.00,4248.00,0.10,0.00,60.88,1250.00,0.00,0.00,15.58,111.40,0.00,421.50,0.01,909.89,52.36
2024-01-19 02:30,-0.60,-1502.00,0.00,4284.00,0.10,27.11,61.03,1196.00,0.00,0.00,15.60,114.60,0.00,424.80,0.01,915.49,52.32
2024-01-19 02:35,-0.30,-1472.00,0.00,4262.00,0.10,28.03,60.97,1149.00,0.00,0.00,15.60,113.20,0.00,422.80,0.01,922.47,52.99
2024-01-19 02:40,-0.01,-1423.00,0.00,4242.00,0.10,14.80,61.11,1155.00,0.00,0.00,15.60,109.40,0.00,420.80,0.01,922.65,52.26
2024-01-19 02:45,-0.70,-1448.00,0.00,4228.00,0.10,25.54,60.99,1156.00,0.00,0.00,15.60,111.00,0.00,419.50,0.01,920.20,51.54
2024-01-19 02:50,-0.25,-1444.00,0.00,4241.00,0.10,23.34,60.99,1177.00,0.00,0.00,15.60,110.40,0.00,420.80,0.01,917.72,51.97
2024-01-19 02:55,0.00,-1490.00,0.00,4254.00,0.10,17.70,60.93,1130.00,0.00,0.00,15.60,115.20,0.00,422.10,0.01,927.24,50.98
2024-01-19 03:00,-1.70,-1501.00,0.00,4256.00,0.10,22.56,61.04,1131.00,0.00,0.00,15.60,115.90,0.00,422.10,0.01,925.89,51.33
2024-01-19 03:05,-0.33,-1448.00,0.00,4239.00,0.10,7.12,60.72,1139.00,0.00,0.00,15.60,111.80,0.00,420.50,0.01,926.58,34.94
2024-01-19 03:10,-1.11,-1585.00,0.00,4237.00,0.10,20.80,256.00,1133.00,0.00,0.00,15.60,118.00,0.00,420.30,0.01,893.18,38.04
2024-01-19 03:15,-1.91,-1605.00,0.00,4240.00,0.10,13.54,266.60,1157.00,0.00,0.00,15.60,118.90,0.00,420.60,0.01,889.04,52.27
2024-01-19 03:20,-1.11,-1643.00,0.00,4249.00,0.10,17.59,274.60,1161.00,0.00,0.00,15.60,121.50,0.00,421.50,0.01,887.03,37.42
2024-01-19 03:25,-0.50,-1617.00,0.00,4253.00,0.10,19.32,274.80,1133.00,0.00,0.00,15.60,120.10,0.00,421.90,0.01,891.32,46.21
2024-01-19 03:30,-0.20,-1590.00,0.00,4248.00,0.10,8.99,274.70,1118.00,0.00,0.00,15.60,118.60,0.00,421.40,0.01,895.06,50.61
2024-01-19 03:35,-2.73,-1502.00,0.00,4223.00,0.10,0.40,272.10,1090.00,0.00,0.00,15.53,112.70,0.00,418.90,0.01,899.97,38.10
2024-01-19 03:40,-0.17,-1525.00,0.00,4250.00,0.10,8.94,279.40,1079.00,0.00,0.00,15.47,114.50,0.00,421.60,0.01,900.64,38.04
2024-01-19 03:45,-0.51,-1543.00,0.00,4246.00,0.10,12.60,283.80,1020.00,0.00,0.00,15.40,116.80,0.00,421.20,0.01,908.67,38.34
2024-01-19 03:50,0.00,-1554.00,0.00,4284.00,0.10,40.17,297.90,994.60,0.00,0.00,15.33,117.60,0.00,424.90,0.01,907.80,54.07
2024-01-19 03:55,0.00,-1464.00,0.00,4256.00,0.10,26.74,290.60,959.00,0.00,0.00,15.27,111.70,0.00,422.10,0.01,915.56,54.21
2024-01-19 04:00,-3.16,-1391.00,0.00,4236.00,0.10,13.14,283.50,919.00,0.00,0.00,15.20,107.20,0.00,420.30,0.01,925.15,53.12
2024-01-19 04:05,0.00,-1355.00,0.00,4253.00,0.10,13.63,292.80,915.60,0.00,0.00,15.13,104.40,0.00,421.80,0.01,924.49,41.91
2024-01-19 04:10,0.00,-1426.00,0.00,4284.00,0.10,65.19,302.30,913.70,0.00,0.00,15.07,108.90,0.00,425.00,0.01,916.41,53.28
2024-01-19 04:15,0.00,-1391.00,0.00,4264.00,0.10,54.16,305.50,951.70,0.00,0.00,15.00,105.50,0.00,423.00,0.01,910.43,43.37
2024-01-19 04:20,-1.56,-1305.00,0.00,4229.00,0.10,20.50,302.90,957.80,0.00,0.00,14.93,99.38,0.00,419.50,0.01,913.58,40.02
2024-01-19 04:25,-0.01,-1392.00,0.00,4262.00,0.10,34.17,308.80,937.10,0.00,0.00,14.87,106.20,0.00,422.70,0.01,915.25,43.72
2024-01-19 04:30,-1.08,-1304.00,0.00,4236.00,0.10,4.30,303.80,894.50,0.00,0.00,14.80,100.80,0.00,420.30,0.01,927.37,54.86
2024-01-19 04:35,-1.13,-1279.00,0.00,4234.00,0.10,4.80,306.40,881.20,0.00,0.00,14.80,98.99,0.00,420.00,0.01,928.79,36.09
2024-01-19 04:40,0.00,-1201.00,0.00,4280.00,0.10,29.75,273.60,864.60,0.00,0.00,14.80,93.55,0.00,424.50,0.01,935.03,51.25
2024-01-19 04:45,-0.17,-1169.00,0.00,4245.00,0.10,35.31,322.50,844.20,0.00,0.00,14.80,90.36,0.00,421.10,0.01,927.70,53.17
2024-01-19 04:50,-0.02,-1164.00,0.00,4287.00,0.10,1.15,325.10,800.80,0.00,0.00,14.80,91.44,0.00,425.20,0.01,942.44,54.40
2024-01-19 04:55,0.00,-1149.00,0.00,4298.00,0.10,53.52,333.80,797.50,0.00,0.00,14.80,89.33,0.00,426.20,0.01,932.80,55.78
2024-01-19 05:00,0.00,-1048.00,0.00,4280.00,0.10,33.68,329.30,756.20,0.00,0.00,14.80,82.43,0.00,424.50,0.01,943.48,55.35
2024-01-19 05:05,-0.04,-1050.00,0.00,4290.00,0.10,96.42,334.00,729.80,0.00,0.36,14.82,81.93,0.00,425.50,0.01,936.78,56.23
2024-01-19 05:10,-0.03,-1041.00,0.00,4294.00,0.10,74.25,373.80,704.30,0.00,0.72,14.83,81.36,0.00,425.80,0.01,938.04,62.76
2024-01-19 05:15,0.00,-931.00,0.00,4287.00,0.10,26.19,374.80,695.10,0.00,1.08,14.85,73.54,0.00,425.20,0.01,947.67,62.41
2024-01-19 05:20,-0.29,-850.30,0.00,4272.00,0.10,12.54,361.30,680.00,0.21,1.44,14.87,67.63,0.00,423.60,0.01,954.14,58.11
2024-01-19 05:25,0.00,-813.90,0.00,4310.00,0.10,44.28,361.40,686.50,0.79,1.80,14.88,64.39,0.00,427.40,0.01,948.94,57.66
2024-01-19 05:30,-1.51,-848.40,0.00,4297.00,0.10,96.23,355.90,684.50,2.17,2.16,14.90,66.21,0.00,426.10,0.01,940.28,57.65
2024-01-19 05:35,-1.21,-868.50,0.00,4289.00,0.10,118.00,353.80,678.60,3.77,8.61,14.93,67.86,0.00,425.30,0.01,936.13,58.15
2024-01-19 05:40,-4.56,-665.50,0.00,4263.00,0.10,41.35,360.10,656.10,6.65,15.07,14.97,52.82,0.00,422.80,0.01,949.71,56.23
2024-01-19 05:45,-0.72,-659.40,0.00,4290.00,0.10,15.89,367.10,673.50,9.79,21.52,15.00,52.38,0.00,425.50,0.01,949.46,46.62
2024-01-19 05:50,-0.21,-733.20,0.00,4306.00,0.10,62.89,364.40,697.60,13.50,27.98,15.03,57.50,0.00,427.00,0.01,936.34,53.56
2024-01-19 05:55,-0.61,-776.40,0.00,4266.00,0.10,113.70,359.80,684.30,21.53,34.43,15.07,60.33,0.00,423.10,0.01,926.54,53.36
2024-01-19 06:00,-0.21,-716.10,0.00,4302.00,0.10,37.17,355.00,684.10,25.44,40.89,15.10,55.49,0.00,426.60,0.01,940.23,54.90
2024-01-19 06:05,-0.15,-678.70,0.00,4306.00,0.10,18.29,352.30,672.90,40.45,63.28,15.10,53.78,0.00,427.10,0.01,939.85,47.36
2024-01-19 06:10,-0.01,-681.90,0.00,4302.00,0.10,59.23,345.60,641.90,52.95,85.66,15.10,53.85,0.00,426.60,0.01,932.91,47.03
2024-01-19 06:15,0.00,-685.90,0.00,4290.00,0.10,141.00,339.60,606.70,69.58,108.05,15.10,53.57,0.00,425.40,0.01,918.97,48.58
2024-01-19 06:20,0.00,-597.50,72.34,4310.00,0.10,81.19,337.20,571.40,105.40,130.43,15.10,47.24,4.19,427.40,0.01,926.51,49.28
2024-01-19 06:25,-1.80,-639.20,175.00,4282.00,0.10,34.14,328.20,544.10,147.70,152.81,15.10,50.86,9.88,424.60,0.01,928.26,36.09
2024-01-19 06:30,-2.48,-632.70,138.70,4280.00,0.10,29.15,278.20,528.60,185.00,175.20,15.10,47.69,6.73,424.50,0.01,930.21,36.09
2024-01-19 06:35,-4.23,-653.40,334.90,4255.00,0.10,4.96,204.20,520.50,218.80,208.47,15.13,52.98,18.06,421.90,0.01,935.49,34.83
2024-01-19 06:40,0.00,-659.90,305.10,4297.00,0.10,7.31,169.90,475.00,288.20,241.73,15.17,53.71,16.16,426.30,0.01,933.65,36.09
2024-01-19 06:45,-3.57,-606.70,269.60,4256.00,0.10,2.20,169.70,438.70,370.00,275.00,15.20,48.91,13.78,422.10,0.01,919.01,34.94
2024-01-19 06:50,-9.80,-553.20,126.20,4208.00,0.10,0.00,171.50,446.40,433.50,308.27,15.23,43.92,6.34,417.50,0.01,899.84,8.95
2024-01-19 06:55,-1.57,-585.50,200.90,4103.00,0.10,0.00,166.40,449.80,462.40,341.53,15.27,46.04,9.90,407.60,0.01,885.58,9.93
2024-01-19 07:00,-1.34,-401.70,131.50,4128.00,0.10,14.49,63.85,428.50,502.20,374.80,15.30,28.22,4.91,410.20,0.01,893.06,35.10
2024-01-19 07:05,-3.29,-404.50,63.75,4121.00,0.10,0.00,61.17,408.70,568.10,417.68,15.33,32.08,3.00,409.20,0.01,880.53,8.95
2024-01-19 07:10,-2.60,-408.30,0.00,4048.00,0.10,5.00,60.87,402.10,564.20,460.57,15.37,32.34,0.00,402.30,0.01,871.29,8.95
2024-01-19 07:15,-1.92,-319.60,66.06,3984.00,0.10,3.43,60.68,369.20,632.10,503.45,15.40,25.08,3.04,396.30,0.01,856.42,8.95
2024-01-19 07:20,-0.50,-321.70,39.65,3934.00,0.10,1.61,60.97,365.00,679.00,546.33,15.43,24.99,1.81,391.50,0.01,840.89,-26.00
2024-01-19 07:25,-17.75,-235.00,193.10,3814.00,0.10,3.16,35.97,309.80,676.50,589.22,15.47,18.46,8.82,380.30,0.01,840.65,8.95
2024-01-19 07:30,-15.44,-264.10,0.00,3856.00,0.10,0.35,60.85,311.30,730.40,632.10,15.50,16.53,0.00,384.10,0.01,824.40,8.95
2024-01-19 07:35,-39.17,-263.30,0.00,3835.00,0.10,0.00,60.77,278.80,782.90,674.92,15.57,20.29,0.00,382.00,0.01,813.87,8.95
2024-01-19 07:40,-4.70,-432.00,5.48,3885.00,0.10,0.10,60.85,283.60,829.90,717.73,15.63,33.02,0.05,386.80,0.01,803.44,8.15
2024-01-19 07:45,-3.00,-426.00,0.00,3797.00,0.10,0.21,60.77,284.10,837.10,760.55,15.70,32.36,0.00,378.10,0.01,790.49,9.00
2024-01-19 07:50,0.00,-391.10,0.00,3887.00,0.10,4.21,61.00,289.40,772.90,803.37,15.77,30.17,0.00,386.70,0.01,797.61,9.07
2024-01-19 07:55,-0.04,-323.50,0.00,3946.00,0.10,0.41,60.76,258.80,701.60,846.18,15.83,25.54,0.00,392.20,0.01,809.53,0.02
2024-01-19 08:00,-24.62,-201.70,7.25,3815.00,0.10,0.00,60.76,257.20,682.70,889.00,15.90,11.69,0.02,379.50,0.01,798.30,0.02
2024-01-19 08:05,-60.50,-169.10,134.50,3701.00,0.10,0.01,60.89,255.00,654.80,925.00,16.08,13.34,4.32,368.60,0.01,790.33,8.95
2024-01-19 08:10,-24.35,-199.00,175.20,3651.00,0.10,0.00,60.73,246.80,661.30,961.00,16.27,15.65,4.26,363.40,0.01,781.39,0.02
2024-01-19 08:15,-19.18,-169.70,177.30,3579.00,0.10,4.70,60.96,261.30,662.60,997.00,16.45,13.24,2.36,356.40,0.01,768.44,-27.95
2024-01-19 08:20,-11.92,-174.60,241.00,3351.00,0.10,0.00,60.96,255.20,676.50,1033.00,16.63,13.43,7.99,334.20,0.01,745.89,-38.73
2024-01-19 08:25,-21.03,-264.30,346.20,3341.00,0.10,2.67,60.84,241.60,693.00,1069.00,16.82,20.29,11.44,333.10,0.01,739.12,7.42
2024-01-19 08:30,-20.49,-203.90,299.50,3320.00,0.10,1.28,60.97,239.80,684.20,1105.00,17.00,10.36,3.93,330.70,0.01,733.36,14.24
